TNAP at Infection;Time,hpi;Average Mean Intensity;StdDev
807394763.7;50;0.016522737;0.001337497
807394763.7;51;0.017096444;0.001377773
807394763.7;52;0.017758608;0.001530766
807394763.7;53;0.018398272;0.001684967
807394763.7;54;0.018753308;0.001688113
807394763.7;55;0.019488249;0.001822818
807394763.7;56;0.019445537;0.002008017
807394763.7;57;0.020257482;0.00200979
807394763.7;58;0.020859771;0.002107967
807394763.7;59;0.021159357;0.002142883
807394763.7;60;0.021737787;0.002296663
807394763.7;61;0.022196658;0.002349146
807394763.7;62;0.022191886;0.002362522
807394763.7;63;0.021895248;0.002448131
807394763.7;64;0.02225862;0.002515341
807394763.7;65;0.023057206;0.002713221
807394763.7;66;0.023683214;0.002714531
807394763.7;67;0.024076109;0.002792232
807394763.7;68;0.024870135;0.002979821
807394763.7;69;0.025227204;0.003080942
807394763.7;70;0.025678909;0.003241618
807394763.7;71;0.025802603;0.00345475
807394763.7;72;0.026177171;0.003336534
161478952.7;1;0.001401193;2.35996E-06
161478952.7;2;0.001401722;2.01705E-06
161478952.7;3;0.00140567;2.29119E-06
161478952.7;4;0.001407054;2.29625E-06
161478952.7;5;0.001407185;1.62394E-06
161478952.7;6;0.001410442;2.33496E-06
161478952.7;7;0.001414327;2.39326E-06
161478952.7;8;0.001417641;2.89987E-06
161478952.7;9;0.001427084;2.60666E-06
161478952.7;10;0.001433584;4.47084E-06
161478952.7;11;0.001445347;4.88225E-06
161478952.7;12;0.001459007;6.72417E-06
161478952.7;13;0.00148169;8.1223E-06
161478952.7;14;0.00150868;1.08754E-05
161478952.7;15;0.001531747;1.34365E-05
161478952.7;16;0.001565836;1.62756E-05
161478952.7;17;0.001616484;2.06759E-05
161478952.7;18;0.001666325;2.68439E-05
161478952.7;19;0.001705744;3.25181E-05
161478952.7;20;0.00177995;3.68937E-05
161478952.7;21;0.001853922;4.1793E-05
161478952.7;22;0.00192789;5.27413E-05
161478952.7;23;0.001995747;6.21849E-05
161478952.7;24;0.002099039;6.43908E-05
161478952.7;25;0.002181977;7.67211E-05
161478952.7;26;0.002291502;8.3732E-05
161478952.7;27;0.002405662;9.82389E-05
161478952.7;28;0.002507109;0.000103255
161478952.7;29;0.002642613;0.000119486
161478952.7;30;0.002752295;0.000116665
161478952.7;31;0.00291266;0.000140874
161478952.7;32;0.002987752;0.000141014
161478952.7;33;0.003170681;0.00015257
161478952.7;34;0.003323189;0.000159464
161478952.7;35;0.003445039;0.000177907
161478952.7;36;0.003635178;0.000186512
161478952.7;37;0.003806057;0.000213451
161478952.7;38;0.003999547;0.000219747
161478952.7;39;0.004206283;0.000246255
161478952.7;40;0.004381448;0.000254864
161478952.7;41;0.004527901;0.000270634
161478952.7;42;0.004765174;0.000255331
161478952.7;43;0.005007273;0.000297978
161478952.7;44;0.0051877;0.000303116
161478952.7;45;0.005465313;0.000336489
161478952.7;46;0.00574904;0.000357867
161478952.7;47;0.006002323;0.00035758
161478952.7;48;0.006226498;0.000389572
161478952.7;49;0.006472795;0.000395468
161478952.7;50;0.006604332;0.000396616
161478952.7;51;0.007028235;0.000447197
161478952.7;52;0.007286886;0.000455619
161478952.7;53;0.007682973;0.000487934
161478952.7;54;0.007998202;0.000527326
161478952.7;55;0.008297851;0.000548521
161478952.7;56;0.008497392;0.000501629
161478952.7;57;0.008875397;0.00058299
161478952.7;58;0.009264752;0.000538609
161478952.7;59;0.009566839;0.000606324
161478952.7;60;0.009999882;0.000633906
161478952.7;61;0.010354616;0.000635712
161478952.7;62;0.010586967;0.000650359
161478952.7;63;0.010644016;0.000621528
161478952.7;64;0.010929374;0.000634969
161478952.7;65;0.011456684;0.00068225
161478952.7;66;0.011880178;0.000766981
161478952.7;67;0.012492932;0.000758746
161478952.7;68;0.012934378;0.000755977
161478952.7;69;0.013370377;0.000799271
161478952.7;70;0.013957837;0.00083223
161478952.7;71;0.014222096;0.000873874
161478952.7;72;0.014669173;0.000865537
32295790.55;1;0.001401631;2.17016E-06
32295790.55;2;0.001406077;2.01351E-06
32295790.55;3;0.001408535;1.89655E-06
32295790.55;4;0.001413332;2.35247E-06
32295790.55;5;0.001413549;1.4317E-06
32295790.55;6;0.001414555;2.02114E-06
32295790.55;7;0.00140929;2.37701E-06
32295790.55;8;0.001412749;1.0926E-06
32295790.55;9;0.001413829;2.20549E-06
32295790.55;10;0.001414808;2.21006E-06
32295790.55;11;0.001415712;2.50773E-06
32295790.55;12;0.001416135;2.20184E-06
32295790.55;13;0.001423;1.95566E-06
32295790.55;14;0.001429715;1.9456E-06
32295790.55;15;0.001429566;1.39556E-06
32295790.55;16;0.001437107;2.56666E-06
32295790.55;17;0.001449718;2.70937E-06
32295790.55;18;0.001458958;3.24874E-06
32295790.55;19;0.001462147;3.32683E-06
32295790.55;20;0.001477867;3.55871E-06
32295790.55;21;0.001491558;3.65929E-06
32295790.55;22;0.001504508;3.60553E-06
32295790.55;23;0.001516281;5.5742E-06
32295790.55;24;0.001530765;5.8433E-06
32295790.55;25;0.001545415;7.10826E-06
32295790.55;26;0.001561358;7.90196E-06
32295790.55;27;0.001581353;7.98782E-06
32295790.55;28;0.001602944;7.68971E-06
32295790.55;29;0.001620597;8.42999E-06
32295790.55;30;0.001637043;1.10764E-05
32295790.55;31;0.001662821;1.25195E-05
32295790.55;32;0.001671689;1.35439E-05
32295790.55;33;0.001701638;1.55532E-05
32295790.55;34;0.001721129;1.54123E-05
32295790.55;35;0.001739736;1.67735E-05
32295790.55;36;0.001764141;1.96415E-05
32295790.55;37;0.001790484;2.00618E-05
32295790.55;38;0.001819067;1.84455E-05
32295790.55;39;0.001845402;2.03199E-05
32295790.55;40;0.001869771;2.6159E-05
32295790.55;41;0.001888097;2.22082E-05
32295790.55;42;0.001919841;2.31058E-05
32295790.55;43;0.001954929;2.48973E-05
32295790.55;44;0.001971361;2.63835E-05
32295790.55;45;0.002007797;3.35668E-05
32295790.55;46;0.002048985;3.80895E-05
32295790.55;47;0.002068375;3.84978E-05
32295790.55;48;0.002112696;3.74433E-05
32295790.55;49;0.002121161;4.06758E-05
32295790.55;50;0.002157154;3.97024E-05
32295790.55;51;0.002200895;4.8435E-05
32295790.55;52;0.002236455;5.05026E-05
32295790.55;53;0.002284835;5.49176E-05
32295790.55;54;0.002324824;5.80285E-05
32295790.55;55;0.002370419;6.34413E-05
32295790.55;56;0.00239497;6.06892E-05
32295790.55;57;0.002457461;7.09317E-05
32295790.55;58;0.002500226;7.61484E-05
32295790.55;59;0.002549309;8.28816E-05
32295790.55;60;0.002600712;8.94716E-05
32295790.55;61;0.002658806;8.70181E-05
32295790.55;62;0.002684522;8.7393E-05
32295790.55;63;0.002692043;8.90603E-05
32295790.55;64;0.002741604;0.000106144
32295790.55;65;0.002835115;0.000107643
32295790.55;66;0.002915343;0.000109871
32295790.55;67;0.002990245;0.000111398
32295790.55;68;0.003088473;0.00012415
32295790.55;69;0.003164561;0.000132529
32295790.55;70;0.003250999;0.000140353
32295790.55;71;0.003280923;0.000131939
32295790.55;72;0.003382044;0.000143052
6459158.11;1;0.001398535;2.01453E-06
6459158.11;2;0.001401393;1.76114E-06
6459158.11;3;0.001404672;1.5007E-06
6459158.11;4;0.00140803;2.25114E-06
6459158.11;5;0.00140607;2.10408E-06
6459158.11;6;0.001408187;1.74789E-06
6459158.11;7;0.001404988;2.06776E-06
6459158.11;8;0.001407778;2.47863E-06
6459158.11;9;0.001407558;1.68727E-06
6459158.11;10;0.001406631;2.50488E-06
6459158.11;11;0.001405361;2.28763E-06
6459158.11;12;0.001403154;2.05681E-06
6459158.11;13;0.001408384;2.30202E-06
6459158.11;14;0.001409521;2.28829E-06
6459158.11;15;0.001403023;2.33136E-06
6459158.11;16;0.001406257;1.81393E-06
6459158.11;17;0.001412063;2.46873E-06
6459158.11;18;0.001415104;2.0285E-06
6459158.11;19;0.001411097;2.45182E-06
6459158.11;20;0.001416651;2.7098E-06
6459158.11;21;0.001422363;2.46136E-06
6459158.11;22;0.00141986;2.54643E-06
6459158.11;23;0.001421654;2.84949E-06
6459158.11;24;0.00142381;2.63373E-06
6459158.11;25;0.001422045;3.32162E-06
6459158.11;26;0.001424761;3.1959E-06
6459158.11;27;0.00143058;4.1219E-06
6459158.11;28;0.001436358;4.05167E-06
6459158.11;29;0.001434903;4.58028E-06
6459158.11;30;0.001436604;4.91359E-06
6459158.11;31;0.001438791;4.84738E-06
6459158.11;32;0.001439132;5.59078E-06
6459158.11;33;0.001441674;5.3869E-06
6459158.11;34;0.001443308;5.51376E-06
6459158.11;35;0.00144624;5.7455E-06
6459158.11;36;0.001450581;6.64337E-06
6459158.11;37;0.001451834;6.18489E-06
6459158.11;38;0.001455202;7.98396E-06
6459158.11;39;0.001457911;6.84367E-06
6459158.11;40;0.001458773;7.27788E-06
6459158.11;41;0.001458057;7.84323E-06
6459158.11;42;0.001462428;7.82224E-06
6459158.11;43;0.001463458;8.45272E-06
6459158.11;44;0.001466329;8.08328E-06
6459158.11;45;0.001468846;8.99448E-06
6459158.11;46;0.001469744;8.07388E-06
6459158.11;47;0.001471253;9.70174E-06
6459158.11;48;0.001474073;1.06766E-05
6459158.11;49;0.001474761;1.04627E-05
6459158.11;50;0.001471268;9.87105E-06
6459158.11;51;0.001477037;1.12143E-05
6459158.11;52;0.001479451;1.04451E-05
6459158.11;53;0.001485049;1.12129E-05
6459158.11;54;0.001485195;1.10305E-05
6459158.11;55;0.001488505;1.21609E-05
6459158.11;56;0.001485346;1.12937E-05
6459158.11;57;0.001488654;1.35449E-05
6459158.11;58;0.001489108;1.39068E-05
6459158.11;59;0.0014934;1.48088E-05
6459158.11;60;0.001494936;1.42744E-05
6459158.11;61;0.001495894;1.51842E-05
6459158.11;62;0.001494922;1.50567E-05
6459158.11;63;0.001487855;1.40748E-05
6459158.11;64;0.001485443;1.44723E-05
6459158.11;65;0.001493067;1.58113E-05
6459158.11;66;0.001497601;1.52359E-05
6459158.11;67;0.001502524;1.61965E-05
6459158.11;68;0.001506414;1.68824E-05
6459158.11;69;0.001511136;1.88288E-05
6459158.11;70;0.001518416;1.85157E-05
6459158.11;71;0.001517044;1.8686E-05
6459158.11;72;0.001517178;1.87969E-05
1291831.622;1;0.001400144;1.82167E-06
1291831.622;2;0.00140087;1.8986E-06
1291831.622;3;0.00140708;2.05373E-06
1291831.622;4;0.001405071;2.30637E-06
1291831.622;5;0.001405059;1.71658E-06
1291831.622;6;0.001408165;1.77228E-06
1291831.622;7;0.001407237;1.74867E-06
1291831.622;8;0.001405054;2.29375E-06
1291831.622;9;0.001402116;1.8793E-06
1291831.622;10;0.001406765;2.35262E-06
1291831.622;11;0.001403219;1.53351E-06
1291831.622;12;0.001401788;1.49641E-06
1291831.622;13;0.00140619;1.68962E-06
1291831.622;14;0.001405946;1.8192E-06
1291831.622;15;0.001398453;1.94983E-06
1291831.622;16;0.001400117;2.19587E-06
1291831.622;17;0.001404778;2.16701E-06
1291831.622;18;0.001407207;1.80351E-06
1291831.622;19;0.001400809;1.70354E-06
1291831.622;20;0.001405518;1.80044E-06
1291831.622;21;0.001408613;2.2138E-06
1291831.622;22;0.001406014;1.91415E-06
1291831.622;23;0.001405883;1.90851E-06
1291831.622;24;0.001404683;1.98747E-06
1291831.622;25;0.001402403;2.39564E-06
1291831.622;26;0.001404275;2.10863E-06
1291831.622;27;0.001407249;1.62317E-06
1291831.622;28;0.001412797;1.71698E-06
1291831.622;29;0.001407548;2.11085E-06
1291831.622;30;0.001407335;1.85941E-06
1291831.622;31;0.001406775;2.62028E-06
1291831.622;32;0.001404617;2.41573E-06
1291831.622;33;0.001407;2.76432E-06
1291831.622;34;0.001408292;2.20868E-06
1291831.622;35;0.001407044;2.68757E-06
1291831.622;36;0.001407447;2.64276E-06
1291831.622;37;0.001410348;1.89496E-06
1291831.622;38;0.001408779;2.30036E-06
1291831.622;39;0.001409207;3.23246E-06
1291831.622;40;0.001410533;2.6921E-06
1291831.622;41;0.001405905;3.03261E-06
1291831.622;42;0.001408174;2.94918E-06
1291831.622;43;0.001407486;2.28839E-06
1291831.622;44;0.001409853;2.895E-06
1291831.622;45;0.001407051;3.40975E-06
1291831.622;46;0.001408308;2.43189E-06
1291831.622;47;0.001405574;2.49201E-06
1291831.622;48;0.001408087;2.78783E-06
1291831.622;49;0.001404549;2.56563E-06
1291831.622;50;0.001403399;2.80991E-06
1291831.622;51;0.0014054;2.23263E-06
1291831.622;52;0.001407726;2.49658E-06
1291831.622;53;0.001407898;2.71882E-06
1291831.622;54;0.001406804;3.05906E-06
1291831.622;55;0.001408184;3.19089E-06
1291831.622;56;0.001405437;3.28966E-06
1291831.622;57;0.001405316;2.46351E-06
1291831.622;58;0.001402168;3.37824E-06
1291831.622;59;0.001404728;2.84837E-06
1291831.622;60;0.001403134;3.30226E-06
1291831.622;61;0.001403626;2.30408E-06
1291831.622;62;0.001399837;3.37156E-06
1291831.622;63;0.001394521;2.58027E-06
1291831.622;64;0.001387856;3.16961E-06
1291831.622;65;0.001391708;2.76945E-06
1291831.622;66;0.001392826;2.60768E-06
1291831.622;67;0.001395649;2.52579E-06
1291831.622;68;0.001396579;3.34135E-06
1291831.622;69;0.001399299;3.55459E-06
1291831.622;70;0.001401677;3.02017E-06
1291831.622;71;0.001399059;3.2366E-06
1291831.622;72;0.001399436;2.60024E-06
258366.3244;1;0.001403236;2.06492E-06
258366.3244;2;0.001399938;2.16692E-06
258366.3244;3;0.001405474;2.08299E-06
258366.3244;4;0.00140291;2.14666E-06
258366.3244;5;0.001402668;2.52794E-06
258366.3244;6;0.001403914;1.70082E-06
258366.3244;7;0.001407068;2.08068E-06
258366.3244;8;0.001404799;2.83146E-06
258366.3244;9;0.001402475;1.66433E-06
258366.3244;10;0.001402767;1.72756E-06
258366.3244;11;0.001401192;1.84788E-06
258366.3244;12;0.001401997;1.5387E-06
258366.3244;13;0.001403578;1.89689E-06
258366.3244;14;0.001403815;2.19303E-06
258366.3244;15;0.001397738;1.73898E-06
258366.3244;16;0.001397323;1.79205E-06
258366.3244;17;0.001402731;2.1087E-06
258366.3244;18;0.001401267;1.76998E-06
258366.3244;19;0.001398283;2.08003E-06
258366.3244;20;0.001400602;2.12984E-06
258366.3244;21;0.001405091;2.09631E-06
258366.3244;22;0.001400852;2.49603E-06
258366.3244;23;0.001403543;2.23953E-06
258366.3244;24;0.001401161;2.40542E-06
258366.3244;25;0.001400476;1.92421E-06
258366.3244;26;0.001398612;2.10031E-06
258366.3244;27;0.001402988;2.10525E-06
258366.3244;28;0.001404084;1.99536E-06
258366.3244;29;0.001401126;1.98586E-06
258366.3244;30;0.001399437;2.19964E-06
258366.3244;31;0.001399088;1.90203E-06
258366.3244;32;0.001396754;1.79771E-06
258366.3244;33;0.001398836;2.46561E-06
258366.3244;34;0.001398478;2.45093E-06
258366.3244;35;0.001399147;2.13479E-06
258366.3244;36;0.001401565;2.27098E-06
258366.3244;37;0.001398727;2.75466E-06
258366.3244;38;0.001400435;1.54211E-06
258366.3244;39;0.001402563;2.73176E-06
258366.3244;40;0.001399997;1.88442E-06
258366.3244;41;0.001396453;1.8505E-06
258366.3244;42;0.001399403;1.99985E-06
258366.3244;43;0.001397102;1.71418E-06
258366.3244;44;0.001398481;2.16916E-06
258366.3244;45;0.001398679;2.20724E-06
258366.3244;46;0.001396241;2.06238E-06
258366.3244;47;0.001397173;2.13648E-06
258366.3244;48;0.001396021;2.1152E-06
258366.3244;49;0.001394392;2.61029E-06
258366.3244;50;0.001392905;1.26096E-06
258366.3244;51;0.001393583;1.94839E-06
258366.3244;52;0.001394564;2.18191E-06
258366.3244;53;0.001393369;1.601E-06
258366.3244;54;0.001393458;1.73485E-06
258366.3244;55;0.001393343;1.71502E-06
258366.3244;56;0.001390138;2.69488E-06
258366.3244;57;0.0013922;1.85172E-06
258366.3244;58;0.001389857;1.4888E-06
258366.3244;59;0.001390552;2.72593E-06
258366.3244;60;0.001389432;2.40798E-06
258366.3244;61;0.00138978;2.74655E-06
258366.3244;62;0.001385224;2.43826E-06
258366.3244;63;0.001378867;1.76086E-06
258366.3244;64;0.001374463;1.88889E-06
258366.3244;65;0.001376022;1.74057E-06
258366.3244;66;0.001378311;1.87389E-06
258366.3244;67;0.001382101;1.88471E-06
258366.3244;68;0.001379944;1.64482E-06
258366.3244;69;0.001381751;1.62695E-06
258366.3244;70;0.001382665;2.09194E-06
258366.3244;71;0.001382058;2.07011E-06
258366.3244;72;0.001384657;2.18173E-06
51673.26488;1;0.001402583;1.76214E-06
51673.26488;2;0.001401391;2.49761E-06
51673.26488;3;0.001405119;1.96629E-06
51673.26488;4;0.001401627;1.87295E-06
51673.26488;5;0.001402091;1.88782E-06
51673.26488;6;0.001402181;1.81252E-06
51673.26488;7;0.001407551;2.18564E-06
51673.26488;8;0.001404272;2.18875E-06
51673.26488;9;0.001403694;1.51701E-06
51673.26488;10;0.001403016;2.00659E-06
51673.26488;11;0.001399355;2.30387E-06
51673.26488;12;0.001398695;2.37901E-06
51673.26488;13;0.001401776;2.12631E-06
51673.26488;14;0.001403301;2.67306E-06
51673.26488;15;0.001396363;2.11925E-06
51673.26488;16;0.001399287;1.94653E-06
51673.26488;17;0.001399783;2.68458E-06
51673.26488;18;0.001401375;2.36033E-06
51673.26488;19;0.001399146;2.24729E-06
51673.26488;20;0.001397616;2.16372E-06
51673.26488;21;0.001402937;2.11468E-06
51673.26488;22;0.001401246;2.06284E-06
51673.26488;23;0.001401641;2.19399E-06
51673.26488;24;0.001398921;2.24951E-06
51673.26488;25;0.001398823;1.53216E-06
51673.26488;26;0.001399927;2.21445E-06
51673.26488;27;0.001402649;2.15551E-06
51673.26488;28;0.001401198;2.53952E-06
51673.26488;29;0.001400184;2.92968E-06
51673.26488;30;0.001398093;2.87243E-06
51673.26488;31;0.001397052;1.91709E-06
51673.26488;32;0.001397445;2.14383E-06
51673.26488;33;0.001396213;2.20871E-06
51673.26488;34;0.001398634;2.35378E-06
51673.26488;35;0.001396009;2.17969E-06
51673.26488;36;0.00139886;2.33229E-06
51673.26488;37;0.001395592;3.07769E-06
51673.26488;38;0.001397952;2.52392E-06
51673.26488;39;0.00140022;2.68206E-06
51673.26488;40;0.001399989;3.18157E-06
51673.26488;41;0.00139591;3.70533E-06
51673.26488;42;0.001397414;4.01852E-06
51673.26488;43;0.001397711;3.09278E-06
51673.26488;44;0.001398948;3.51363E-06
51673.26488;45;0.001396508;4.93603E-06
51673.26488;46;0.001395432;4.29813E-06
51673.26488;47;0.001395199;4.51395E-06
51673.26488;48;0.001397067;4.86105E-06
51673.26488;49;0.001394186;4.92191E-06
51673.26488;50;0.001393179;4.02453E-06
51673.26488;51;0.001392045;4.23652E-06
51673.26488;52;0.001393791;4.66831E-06
51673.26488;53;0.001391315;5.5031E-06
51673.26488;54;0.001392379;5.00552E-06
51673.26488;55;0.001392131;5.54668E-06
51673.26488;56;0.001389467;4.67271E-06
51673.26488;57;0.001391719;4.84809E-06
51673.26488;58;0.001388701;6.57968E-06
51673.26488;59;0.001390318;5.8855E-06
51673.26488;60;0.001389384;5.90329E-06
51673.26488;61;0.001386845;6.15453E-06
51673.26488;62;0.001383273;6.97632E-06
51673.26488;63;0.001377545;6.59088E-06
51673.26488;64;0.001372968;6.41916E-06
51673.26488;65;0.001375911;6.94812E-06
51673.26488;66;0.001377078;6.81573E-06
51673.26488;67;0.0013788;7.41934E-06
51673.26488;68;0.001379854;6.71961E-06
51673.26488;69;0.001380041;6.95919E-06
51673.26488;70;0.001381362;7.44439E-06
51673.26488;71;0.001383836;7.65075E-06
51673.26488;72;0.001383429;8.10227E-06
10334.65298;1;0.001401271;2.02678E-06
10334.65298;2;0.001402809;1.92077E-06
10334.65298;3;0.001404311;1.53326E-06
10334.65298;4;0.001400972;1.92678E-06
10334.65298;5;0.001402191;1.81481E-06
10334.65298;6;0.001404002;2.15576E-06
10334.65298;7;0.001407559;2.42071E-06
10334.65298;8;0.001403801;2.02435E-06
10334.65298;9;0.001405852;2.71512E-06
10334.65298;10;0.00140237;1.90528E-06
10334.65298;11;0.001401448;2.40074E-06
10334.65298;12;0.001401102;2.06214E-06
