0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
6.9432e-011,1,0.0011037
6.9432e-011,2,0.00093141
6.9432e-011,3,0.00075913
6.9432e-011,4,0.00058685
6.9432e-011,5,0.00040386
6.9432e-011,6,0.00097797
6.9432e-011,7,0.0013659
6.9432e-011,8,0
6.9432e-011,9,0
6.9432e-011,10,0
6.9432e-011,11,0
6.9432e-011,12,0
6.9432e-010,1,0.00017501
6.9432e-010,2,0.00010233
6.9432e-010,3,2.9648e-005
6.9432e-010,4,0e-005
6.9432e-010,5,0
6.9432e-010,6,0e-005
6.9432e-010,7,0.0013875
6.9432e-010,8,0
6.9432e-010,9,0
6.9432e-010,10,0
6.9432e-010,11,0
6.9432e-010,12,0
6.9432e-009,1,0.00025638
6.9432e-009,2,0.00045238
6.9432e-009,3,0.00064837
6.9432e-009,4,0.00084436
6.9432e-009,5,0.0004856
6.9432e-009,6,0.0010405
6.9432e-009,7,0.0011705
6.9432e-009,8,0
6.9432e-009,9,0
6.9432e-009,10,0
6.9432e-009,11,0
6.9432e-009,12,0
6.9432e-008,1,0
6.9432e-008,2,0
6.9432e-008,3,0
6.9432e-008,4,0
6.9432e-008,5,0
6.9432e-008,6,0.00081978
6.9432e-008,7,0.00081165
6.9432e-008,8,0
6.9432e-008,9,0
6.9432e-008,10,0
6.9432e-008,11,0
6.9432e-008,12,0
6.9432e-007,1,0
6.9432e-007,2,0
6.9432e-007,3,0
6.9432e-007,4,0
6.9432e-007,5,0e-005
6.9432e-007,6,0.00071006
6.9432e-007,7,0.00046016
6.9432e-007,8,0
6.9432e-007,9,0
6.9432e-007,10,0
6.9432e-007,11,0
6.9432e-007,12,0
6.9432e-006,1,0
6.9432e-006,2,0
6.9432e-006,3,0
6.9432e-006,4,0
6.9432e-006,5,0
6.9432e-006,6,0
6.9432e-006,7,0.00053548
6.9432e-006,8,0
6.9432e-006,9,0
6.9432e-006,10,0
6.9432e-006,11,0
6.9432e-006,12,0
6.9432e-005,1,0
6.9432e-005,2,0
6.9432e-005,3,0
6.9432e-005,4,0
6.9432e-005,5,0
6.9432e-005,6,0
6.9432e-005,7,0.0012076
6.9432e-005,8,0
6.9432e-005,9,0
6.9432e-005,10,0
6.9432e-005,11,0
6.9432e-005,12,0
0.00069432,1,0
0.00069432,2,0
0.00069432,3,0
0.00069432,4,0
0.00069432,5,0
0.00069432,6,0.00030272
0.00069432,7,0.00080153
0.00069432,8,0e-005
0.00069432,9,5.3176e-006
0.00069432,10,0.00026309
0.00069432,11,0.00066343
0.00069432,12,0.0012135
0.0069432,1,0.00011329
0.0069432,2,0.00021338
0.0069432,3,0.00031347
0.0069432,4,0.00041355
0.0069432,5,0
0.0069432,6,0
0.0069432,7,0
0.0069432,8,0.0017153
0.0069432,9,0.0032434
0.0069432,10,0.0061159
0.0069432,11,0.010367
0.0069432,12,0.01634
0.069432,1,0
0.069432,2,0
0.069432,3,0
0.069432,4,0
0.069432,5,0.00013046
0.069432,6,0.00054958
0.069432,7,0.0012316
0.069432,8,0.023336
0.069432,9,0.035809
0.069432,10,0.048097
0.069432,11,0.060789
0.069432,12,0.072699
0.69432,1,0
0.69432,2,0.00024063
0.69432,3,0.00060639
0.69432,4,0.00097215
0.69432,5,0.00088706
0.69432,6,0.0014617
0.69432,7,0e-005
0.69432,8,0.054219
0.69432,9,0.06789
0.69432,10,0.080244
0.69432,11,0.091144
0.69432,12,0.10127
