0,0.5,0,0
1.32098E-10,0.5,-0.000414728,0.000810665
1.32098E-09,0.5,-0.000113995,0.000417373
1.32098E-08,0.5,-0.000176816,0.000242918
1.32098E-07,0.5,-0.000114736,0.000811051
1.32098E-06,0.5,-0.000740678,0.001207564
1.32098E-05,0.5,-9.33464E-05,0.000695806
0.000132098,0.5,-0.000320851,0.000832532
0.001320977,0.5,-0.000603224,0.001441866
0.013209768,0.5,-0.000396937,0.001155542
0.132097676,0.5,-0.000582336,0.001457127
1.320976758,0.5,-0.000297709,0.000942928
0,4.5,0,0
1.32098E-10,4.5,-0.000581055,0.0010564
1.32098E-09,4.5,0.000137469,0.001118657
1.32098E-08,4.5,-0.000530756,0.000823351
1.32098E-07,4.5,-0.000476585,0.000675769
1.32098E-06,4.5,-0.000802518,0.001143037
1.32098E-05,4.5,-0.000211019,0.000368416
0.000132098,4.5,0.000148812,0.000309661
0.001320977,4.5,-0.00030947,0.001338089
0.013209768,4.5,-0.000538631,0.000901075
0.132097676,4.5,0.000917478,0.001935005
1.320976758,4.5,-0.0005446,0.00211608
0,5,0,0
1.32098E-10,5,-0.000901695,0.001300018
1.32098E-09,5,-0.000135172,0.000930149
1.32098E-08,5,-0.000967391,0.001295427
1.32098E-07,5,-0.000501961,0.000644939
1.32098E-06,5,-0.000805835,0.001111318
1.32098E-05,5,-0.000816331,0.001131779
0.000132098,5,-0.000356187,0.000560003
0.001320977,5,-0.000907876,0.001754011
0.013209768,5,-0.000917937,0.00116387
0.132097676,5,0.001208816,0.001524652
1.320976758,5,-0.001049634,0.001691511
0,5.5,0,0
1.32098E-10,5.5,-0.000510653,0.000646638
1.32098E-09,5.5,0.000133055,0.000502552
1.32098E-08,5.5,-0.000485786,0.001073295
1.32098E-07,5.5,-0.000250414,0.001152258
1.32098E-06,5.5,-0.000193706,0.001770306
1.32098E-05,5.5,-0.000353365,0.000472752
0.000132098,5.5,-0.000258615,0.000446418
0.001320977,5.5,-0.000837997,0.001050801
0.013209768,5.5,-0.001011542,0.001754334
0.132097676,5.5,0.001055766,0.002306218
1.320976758,5.5,0.000411716,0.002300878
0,6,0,0
1.32098E-10,6,-0.000245406,0.000663309
1.32098E-09,6,0.000769362,0.001304562
1.32098E-08,6,-0.000608878,0.000853886
1.32098E-07,6,0.000237095,0.000507207
1.32098E-06,6,0.000234049,0.000874947
1.32098E-05,6,-0.000352456,0.00046267
0.000132098,6,-0.000135569,0.000596136
0.001320977,6,-0.000573942,0.001069376
0.013209768,6,-5.87964E-06,0.000197952
0.132097676,6,0.000817049,0.001310923
1.320976758,6,0.000485478,0.0020314
0,6.5,0,0
1.32098E-10,6.5,-0.000188203,0.000534254
1.32098E-09,6.5,-1.32492E-05,0.000410941
1.32098E-08,6.5,-0.000970829,0.001397552
1.32098E-07,6.5,-0.000505061,0.000878147
1.32098E-06,6.5,-0.000186859,0.001179943
1.32098E-05,6.5,-0.000562105,0.000821919
0.000132098,6.5,-6.35465E-05,0.001319572
0.001320977,6.5,-0.000802278,0.001350407
0.013209768,6.5,-0.000824754,0.001250238
0.132097676,6.5,0.000284089,0.00159634
1.320976758,6.5,-0.00140446,0.00187855
0,7,0,0
1.32098E-10,7,-7.04342E-05,0.000498301
1.32098E-09,7,0.000205513,0.000633518
1.32098E-08,7,-0.001006534,0.001400787
1.32098E-07,7,-0.000117555,0.000454669
1.32098E-06,7,-0.000159998,0.001346495
1.32098E-05,7,-0.000318243,0.001075784
0.000132098,7,9.9428E-05,0.001126901
0.001320977,7,-0.000718874,0.00131021
0.013209768,7,-0.000479985,0.000727177
0.132097676,7,0.000342191,0.001523406
1.320976758,7,-0.001066614,0.001922635
0,7.5,0,0
1.32098E-10,7.5,-4.13002E-05,0.000268919
1.32098E-09,7.5,0.000388814,0.000952792
1.32098E-08,7.5,-0.000633607,0.000793909
1.32098E-07,7.5,-4.76828E-05,0.00018205
1.32098E-06,7.5,-0.000220256,0.001390541
1.32098E-05,7.5,-0.000483144,0.001047919
0.000132098,7.5,-0.000277175,0.000859443
0.001320977,7.5,-0.001063897,0.001640519
0.013209768,7.5,-0.000956808,0.001334432
0.132097676,7.5,0.000198642,0.002884276
1.320976758,7.5,-0.001660299,0.003032545
0,8,0,0
1.32098E-10,8,-0.000246884,0.000323027
1.32098E-09,8,-0.000226689,0.000288764
1.32098E-08,8,-0.00022848,0.000302771
1.32098E-07,8,-0.000227404,0.000295651
1.32098E-06,8,-0.0002703,0.000348924
1.32098E-05,8,-0.000186196,0.000256754
0.000132098,8,-0.000170465,0.000214887
0.001320977,8,-9.98931E-05,0.000147311
0.013209768,8,0.000402112,0.000590993
0.132097676,8,0.01066646,0.013974654
1.320976758,8,0.039575322,0.049493691
0,8.5,0,0
1.32098E-10,8.5,-0.000251194,0.000334049
1.32098E-09,8.5,-0.000245693,0.00030939
1.32098E-08,8.5,-0.000231457,0.000302375
1.32098E-07,8.5,-0.000231859,0.000305536
1.32098E-06,8.5,-0.00025763,0.000330378
1.32098E-05,8.5,-0.000208167,0.000282687
0.000132098,8.5,-0.00020389,0.000258543
0.001320977,8.5,-0.000109498,0.000147945
0.013209768,8.5,0.000627539,0.00090794
0.132097676,8.5,0.014812463,0.019249203
1.320976758,8.5,0.047521605,0.059424303
0,9,0,0
1.32098E-10,9,-0.000227764,0.000310598
1.32098E-09,9,-0.000225003,0.000288467
1.32098E-08,9,-0.000211969,0.000284252
1.32098E-07,9,-0.000205578,0.000283242
1.32098E-06,9,-0.000215622,0.000290096
1.32098E-05,9,-0.000158999,0.000232354
0.000132098,9,-0.000166532,0.000214951
0.001320977,9,-3.99785E-05,8.306E-05
0.013209768,9,0.001025792,0.001440446
0.132097676,9,0.019340532,0.024951407
1.320976758,9,0.055389564,0.069307841
0,9.5,0,0
1.32098E-10,9.5,-0.000237437,0.000315879
1.32098E-09,9.5,-0.000235083,0.000298249
1.32098E-08,9.5,-0.000251606,0.00032487
1.32098E-07,9.5,-0.000221576,0.000296479
1.32098E-06,9.5,-0.000270451,0.000347962
1.32098E-05,9.5,-0.000207999,0.000284891
0.000132098,9.5,-0.000212053,0.000269061
0.001320977,9.5,-2.15588E-05,7.7563E-05
0.013209768,9.5,0.001449369,0.002032384
0.132097676,9.5,0.024436469,0.031236939
1.320976758,9.5,0.063003451,0.078764123
0,10,0,0
1.32098E-10,10,-0.000256257,0.000339592
1.32098E-09,10,-0.00026599,0.000334778
1.32098E-08,10,-0.000254888,0.000324543
